"category","hist_proj","year","use_cat","fund_type","amount"
"Net_Cost_of_Health_Insurance","Historical",2000,"N","other_health_insurance",178
"Net_Cost_of_Health_Insurance","Historical",2001,"N","other_health_insurance",296
"Net_Cost_of_Health_Insurance","Historical",2002,"N","other_health_insurance",450
"Net_Cost_of_Health_Insurance","Historical",2003,"N","other_health_insurance",476
"Net_Cost_of_Health_Insurance","Historical",2004,"N","other_health_insurance",499
"Net_Cost_of_Health_Insurance","Historical",2005,"N","other_health_insurance",533
"Net_Cost_of_Health_Insurance","Historical",2006,"N","other_health_insurance",605
"Net_Cost_of_Health_Insurance","Historical",2007,"N","other_health_insurance",670
"Net_Cost_of_Health_Insurance","Historical",2008,"N","other_health_insurance",768
"Net_Cost_of_Health_Insurance","Historical",2009,"N","other_health_insurance",814
"Net_Cost_of_Health_Insurance","Historical",2010,"N","other_health_insurance",1023
"Net_Cost_of_Health_Insurance","Historical",2011,"N","other_health_insurance",1045
"Net_Cost_of_Health_Insurance","Historical",2012,"N","other_health_insurance",958
"Net_Cost_of_Health_Insurance","Historical",2013,"N","other_health_insurance",1034
"Net_Cost_of_Health_Insurance","Historical",2014,"N","other_health_insurance",1126
"Net_Cost_of_Health_Insurance","Historical",2015,"N","other_health_insurance",1284
"Net_Cost_of_Health_Insurance","Historical",2016,"N","other_health_insurance",1389
"Net_Cost_of_Health_Insurance","Projected",2017,"N","other_health_insurance",1526
"Net_Cost_of_Health_Insurance","Projected",2018,"N","other_health_insurance",1628
"Net_Cost_of_Health_Insurance","Projected",2019,"N","other_health_insurance",1719
"Net_Cost_of_Health_Insurance","Projected",2020,"N","other_health_insurance",1787
"Net_Cost_of_Health_Insurance","Projected",2021,"N","other_health_insurance",1888
"Net_Cost_of_Health_Insurance","Projected",2022,"N","other_health_insurance",1988
"Net_Cost_of_Health_Insurance","Projected",2023,"N","other_health_insurance",2088
"Net_Cost_of_Health_Insurance","Projected",2024,"N","other_health_insurance",2193
"Net_Cost_of_Health_Insurance","Projected",2025,"N","other_health_insurance",2304
"Net_Cost_of_Health_Insurance","Projected",2026,"N","other_health_insurance",2420
"Public_Health_Activity","Historical",1960,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1961,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1962,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1963,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1964,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1965,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1966,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1967,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1968,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1969,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1970,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1971,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1972,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1973,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1974,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1975,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1976,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1977,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1978,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1979,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1980,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1981,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1982,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1983,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1984,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1985,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1986,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1987,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1988,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1989,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1990,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1991,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1992,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1993,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1994,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1995,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1996,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1997,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1998,"N","other_health_insurance",0
"Public_Health_Activity","Historical",1999,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2000,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2001,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2002,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2003,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2004,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2005,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2006,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2007,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2008,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2009,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2010,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2011,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2012,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2013,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2014,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2015,"N","other_health_insurance",0
"Public_Health_Activity","Historical",2016,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2017,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2018,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2019,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2020,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2021,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2022,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2023,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2024,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2025,"N","other_health_insurance",0
"Public_Health_Activity","Projected",2026,"N","other_health_insurance",0
"Research","Historical",1960,"N","other_health_insurance",0
"Research","Historical",1961,"N","other_health_insurance",0
"Research","Historical",1962,"N","other_health_insurance",0
"Research","Historical",1963,"N","other_health_insurance",0
"Research","Historical",1964,"N","other_health_insurance",0
"Research","Historical",1965,"N","other_health_insurance",0
"Research","Historical",1966,"N","other_health_insurance",0
"Research","Historical",1967,"N","other_health_insurance",0
"Research","Historical",1968,"N","other_health_insurance",0
"Research","Historical",1969,"N","other_health_insurance",0
"Research","Historical",1970,"N","other_health_insurance",0
"Research","Historical",1971,"N","other_health_insurance",0
"Research","Historical",1972,"N","other_health_insurance",0
"Research","Historical",1973,"N","other_health_insurance",0
"Research","Historical",1974,"N","other_health_insurance",0
"Research","Historical",1975,"N","other_health_insurance",0
"Research","Historical",1976,"N","other_health_insurance",0
"Research","Historical",1977,"N","other_health_insurance",0
"Research","Historical",1978,"N","other_health_insurance",0
"Research","Historical",1979,"N","other_health_insurance",0
"Research","Historical",1980,"N","other_health_insurance",0
"Research","Historical",1981,"N","other_health_insurance",0
"Research","Historical",1982,"N","other_health_insurance",0
"Research","Historical",1983,"N","other_health_insurance",0
"Research","Historical",1984,"N","other_health_insurance",0
"Research","Historical",1985,"N","other_health_insurance",0
"Research","Historical",1986,"N","other_health_insurance",0
"Research","Historical",1987,"N","other_health_insurance",0
"Research","Historical",1988,"N","other_health_insurance",0
"Research","Historical",1989,"N","other_health_insurance",0
"Research","Historical",1990,"N","other_health_insurance",0
"Research","Historical",1991,"N","other_health_insurance",0
"Research","Historical",1992,"N","other_health_insurance",0
"Research","Historical",1993,"N","other_health_insurance",0
"Research","Historical",1994,"N","other_health_insurance",0
"Research","Historical",1995,"N","other_health_insurance",0
"Research","Historical",1996,"N","other_health_insurance",0
"Research","Historical",1997,"N","other_health_insurance",0
"Research","Historical",1998,"N","other_health_insurance",0
"Research","Historical",1999,"N","other_health_insurance",0
"Research","Historical",2000,"N","other_health_insurance",0
"Research","Historical",2001,"N","other_health_insurance",0
"Research","Historical",2002,"N","other_health_insurance",0
"Research","Historical",2003,"N","other_health_insurance",0
"Research","Historical",2004,"N","other_health_insurance",0
"Research","Historical",2005,"N","other_health_insurance",0
"Research","Historical",2006,"N","other_health_insurance",0
"Research","Historical",2007,"N","other_health_insurance",0
"Research","Historical",2008,"N","other_health_insurance",0
"Research","Historical",2009,"N","other_health_insurance",0
"Research","Historical",2010,"N","other_health_insurance",0
"Research","Historical",2011,"N","other_health_insurance",0
"Research","Historical",2012,"N","other_health_insurance",0
"Research","Historical",2013,"N","other_health_insurance",0
"Research","Historical",2014,"N","other_health_insurance",0
"Research","Historical",2015,"N","other_health_insurance",0
"Research","Historical",2016,"N","other_health_insurance",0
"Research","Projected",2017,"N","other_health_insurance",0
"Research","Projected",2018,"N","other_health_insurance",0
"Research","Projected",2019,"N","other_health_insurance",0
"Research","Projected",2020,"N","other_health_insurance",0
"Research","Projected",2021,"N","other_health_insurance",0
"Research","Projected",2022,"N","other_health_insurance",0
"Research","Projected",2023,"N","other_health_insurance",0
"Research","Projected",2024,"N","other_health_insurance",0
"Research","Projected",2025,"N","other_health_insurance",0
"Research","Projected",2026,"N","other_health_insurance",0
"Structures","Historical",1960,"N","other_health_insurance",0
"Structures","Historical",1961,"N","other_health_insurance",0
"Structures","Historical",1962,"N","other_health_insurance",0
"Structures","Historical",1963,"N","other_health_insurance",0
"Structures","Historical",1964,"N","other_health_insurance",0
"Structures","Historical",1965,"N","other_health_insurance",0
"Structures","Historical",1966,"N","other_health_insurance",0
"Structures","Historical",1967,"N","other_health_insurance",0
"Structures","Historical",1968,"N","other_health_insurance",0
"Structures","Historical",1969,"N","other_health_insurance",0
"Structures","Historical",1970,"N","other_health_insurance",0
"Structures","Historical",1971,"N","other_health_insurance",0
"Structures","Historical",1972,"N","other_health_insurance",0
"Structures","Historical",1973,"N","other_health_insurance",0
"Structures","Historical",1974,"N","other_health_insurance",0
"Structures","Historical",1975,"N","other_health_insurance",0
"Structures","Historical",1976,"N","other_health_insurance",0
"Structures","Historical",1977,"N","other_health_insurance",0
"Structures","Historical",1978,"N","other_health_insurance",0
"Structures","Historical",1979,"N","other_health_insurance",0
"Structures","Historical",1980,"N","other_health_insurance",0
"Structures","Historical",1981,"N","other_health_insurance",0
"Structures","Historical",1982,"N","other_health_insurance",0
"Structures","Historical",1983,"N","other_health_insurance",0
"Structures","Historical",1984,"N","other_health_insurance",0
"Structures","Historical",1985,"N","other_health_insurance",0
"Structures","Historical",1986,"N","other_health_insurance",0
"Structures","Historical",1987,"N","other_health_insurance",0
"Structures","Historical",1988,"N","other_health_insurance",0
